kind,lang,source_token,source_query_text,qid,wikidata_label,wikidata_aliases_json,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,gl,1533.0,1533.0,,,[],,,,0.9,,,,,,,,1533.0,passthrough_number_symbols,2026-03-05T13:09:44,,,,,und,und,und,1533.0
entity,gl,154.0 (kelvins),154.0 (kelvins),,,[],"154,0 (kelvín)","154, 0 (Kelvin)",154.0 (kelvin),0.9,0.8966,0.0,0.0,0.0,0.0,0.0,"154, 0 (Kelvin)","154, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.7534298300743103,0.8469507694244385,,madlad,cs,mt,en,"154,_0_(Kelvin)"
entity,gl,155.0 (kelvins),155.0 (kelvins),,,[],"155,0 (kelvins)","155, 0 (Kelvin)",155.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"155, 0 (Kelvin)","155, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.8363437652587891,,madlad,en,mt,en,"155,_0_(Kelvin)"
entity,gl,156.0 (kelvins),156.0 (kelvins),,,[],"156,0 (kelvins)","156, 0 (Kelvin)",156.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"156, 0 (Kelvin)","156, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.8898561596870422,,madlad,en,mt,en,"156,_0_(Kelvin)"
entity,gl,1580.7 (inhabitants per square kilometre),1580.7 (inhabitants per square kilometre),,,[],"1580,7 (habitantes por quilómetro cadrado)","1580, 7 (habitantes por quilómetro cadrado)","1580,7 (habitantes por quilómetro cadrado)",0.9,0.9882,1.0,0.9882,1.0,1.0,1.0,"1580,7 (habitantes por quilómetro cadrado)","1580,7 (habitantes por quilómetro cadrado)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.7900291681289673,0.7357211112976074,0.7900291681289673,nllb,es,es,es,"1580,7_(habitantes_por_quilómetro_cadrado)"
entity,gl,159,159,,,[],,,,0.9,,,,,,,,159,passthrough_number_symbols,2026-03-05T13:09:47,,,,,und,und,und,159
entity,gl,16.37 (kilometrePerSeconds),16.37 (kilometrePerSeconds),,,[],"16,37 (kilómetro por segundo)","16, 37 (quilómetrosPorSegundos)",16.37 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,16.37 (quilómetroPorSegundos),16.37 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9364135265350342,0.8245699405670166,0.8728256821632385,salamandra,gl,es,es,16.37_(quilómetroPorSegundos)
entity,gl,16.54 (kilometrePerSeconds),16.54 (kilometrePerSeconds),,,[],"16,54 (kilómetro por segundo)","16, 54 (quilómetrosPorSegundos)",16.54 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,16.54 (quilómetroPorSegundos),16.54 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9323830604553224,0.8167504072189331,0.8670440912246704,salamandra,gl,es,es,16.54_(quilómetroPorSegundos)
entity,gl,16.55 (square kilometres),16.55 (square kilometres),,,[],"16,55 (kilómetros cadrados)","16, 55 (quilómetros cadrados)","16,55 (quilómetros cadrados)",0.9,0.9286,0.9455,0.9825,1.0,1.0,1.0,"16,55 (kilómetros cadrados)","16,55 (kilómetros cadrados)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.916096031665802,0.8579589128494263,0.908891499042511,nllb,es,es,es,"16,55_(kilómetros_cadrados)"
entity,gl,16.76 (kilometrePerSeconds),16.76 (kilometrePerSeconds),,,[],"16,76 (kilómetro por segundo)","16, 76 (quilómetrosPorSegundos)",16.76 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,16.76 (quilómetroPorSegundos),16.76 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9321414232254028,0.8301299810409546,0.8741103410720825,salamandra,gl,es,es,16.76_(quilómetroPorSegundos)
entity,gl,16.86 (kilometrePerSeconds),16.86 (kilometrePerSeconds),,,[],"16,86 (kilómetro por segundo)","16, 86 (quilómetrosPorSegundos)",16.86 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,16.86 (quilómetroPorSegundos),16.86 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9361324310302734,0.8258322477340698,0.8668035268783569,salamandra,gl,es,es,16.86_(quilómetroPorSegundos)
entity,gl,160.0 (kelvins),160.0 (kelvins),,,[],"160,0 (kelvins)","160, 0 (kelvins)",160.0 (kelvin),0.9,0.9677,0.8966,0.8667,1.0,0.0,0.0,"160,0 (kelvins)","160,0 (kelvins)",mt_vote,2026-03-05T13:09:53,,,,,en,en,en,"160,0_(kelvins)"
entity,gl,16000,16000,,,[],,,,0.9,,,,,,,,16000,passthrough_number_symbols,2026-03-05T13:09:53,,,,,und,und,und,16000
entity,gl,1604.0,1604.0,,,[],,,,0.9,,,,,,,,1604.0,passthrough_number_symbols,2026-03-05T13:09:53,,,,,und,und,und,1604.0
entity,gl,161.54 (square kilometres),161.54 (square kilometres),,,[],"161,54 (kilómetros cadrados)","161, 54 (quilómetros cadrados)","161,54 (quilómetros cadrados)",0.9,0.931,0.9474,0.9831,1.0,1.0,1.0,"161,54 (kilómetros cadrados)","161,54 (kilómetros cadrados)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9033225774765016,0.8631165027618408,0.8956270217895508,nllb,es,es,es,"161,54_(kilómetros_cadrados)"
entity,gl,162164091.8388 (kilometres),162164091.8388 (kilometres),,,[],162164091.8388 (kilómetros),"162164091, 8388 (quilómetros)",162164091.8388 (quilómetros),0.9,0.8929,0.9455,0.9474,0.0,1.0,1.0,162164091.8388 (kilómetros),162164091.8388 (kilómetros),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9229758977890016,0.8181116580963135,0.9007798433303832,nllb,es,es,es,162164091.8388_(kilómetros)
entity,gl,1622.213 (days),1622.213 (days),,,[],"1622,213 (días)","1622, 213 (días)",1622.213 (días),0.9,0.9677,0.9333,0.9032,1.0,1.0,1.0,1622.213 (días),1622.213 (días),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.873988151550293,0.8141720294952393,0.9539470076560974,salamandra,es,es,es,1622.213_(días)
entity,gl,16244700.0,16244700.0,,,[],,,,0.9,,,,,,,,16244700.0,passthrough_number_symbols,2026-03-05T13:09:56,,,,,und,und,und,16244700.0
entity,gl,1634:_The_Baltic_War,1634: The Baltic War,Q4551375,,[],1634: Guerra do Báltico,1634: A guerra do Báltico,1634: Guerra do Báltico,0.9,0.9583,1.0,0.9583,1.0,1.0,1.0,1634: A guerra do Báltico,1634: A guerra do Báltico,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.8997328281402588,0.901459813117981,0.8997328281402588,madlad,pt,pt,pt,1634:_A_guerra_do_Báltico
entity,gl,1634:_The_Bavarian_Crisis,1634: The Bavarian Crisis,Q4551378,,[],1634: A crise bávara,1634: A crise bávara,1634: A crise bávara,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1634: A crise bávara,1634: A crise bávara,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.935775637626648,0.935775637626648,0.935775637626648,nllb,cs,cs,cs,1634:_A_crise_bávara
entity,gl,1634:_The_Galileo_Affair,1634: The Galileo Affair,Q3597634,,[],1634: O caso Galileo,1634: O caso Galileo,1634: O caso Galileo,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1634: O caso Galileo,1634: O caso Galileo,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9009382724761964,0.9009382724761964,0.9009382724761964,nllb,pt,pt,pt,1634:_O_caso_Galileo
entity,gl,1634:_The_Ram_Rebellion,1634: The Ram Rebellion,Q4551382,,[],1634: A rebelión de Ram,1634: A rebelión de Ram,1634: A rebelión de Ram,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1634: A rebelión de Ram,1634: A rebelión de Ram,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9107497930526732,0.9107497930526732,0.9107497930526732,nllb,es,es,es,1634:_A_rebelión_de_Ram
entity,gl,1635:_The_Cannon_Law,1635: The Cannon Law,Q4551390,,[],1635: A Lei do Canón,1635: A lei dos canóns,1635: Lei das armas de fogo,0.9,0.9524,0.5106,0.6122,1.0,0.0,0.0,1635: A lei dos canóns,1635: A lei dos canóns,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.8673012256622314,0.8746525049209595,0.8298407793045044,madlad,gl,gl,pt,1635:_A_lei_dos_canóns
entity,gl,164.0 (kelvins),164.0 (kelvins),,,[],"164,0 (kelvín)","164, 0 (Kelvin)",164.0 (kelvin),0.9,0.8966,0.0,0.0,0.0,0.0,0.0,"164, 0 (Kelvin)","164, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.7499563097953796,0.8498513698577881,,madlad,cs,mt,en,"164,_0_(Kelvin)"
entity,gl,165.0 (kelvins),165.0 (kelvins),,,[],"165,0 (kelvins)","165, 0 (Kelvin)",165.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"165, 0 (Kelvin)","165, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.8626143932342529,,madlad,en,mt,en,"165,_0_(Kelvin)"
entity,gl,165.33,165.33,,,[],,,,0.9,,,,,,,,165.33,passthrough_number_symbols,2026-03-05T13:10:02,,,,,und,und,und,165.33
entity,gl,166.0,166.0,,,[],,,,0.9,,,,,,,,166.0,passthrough_number_symbols,2026-03-05T13:10:02,,,,,und,und,und,166.0
entity,gl,167.94,167.94,,,[],,,,0.9,,,,,,,,167.94,passthrough_number_symbols,2026-03-05T13:10:02,,,,,und,und,und,167.94
entity,gl,168.0 (kelvins),168.0 (kelvins),,,[],"168,0 (kelvins)","168, 0 (Kelvin)",168.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"168, 0 (Kelvin)","168, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.8989202976226807,,madlad,en,mt,en,"168,_0_(Kelvin)"
entity,gl,16800,16800,,,[],,,,0.9,,,,,,,,16800,passthrough_number_symbols,2026-03-05T13:10:03,,,,,und,und,und,16800
entity,gl,17.28,17.28,,,[],,,,0.9,,,,,,,,17.28,passthrough_number_symbols,2026-03-05T13:10:03,,,,,und,und,und,17.28
entity,gl,17.73 (kilometrePerSeconds),17.73 (kilometrePerSeconds),,,[],"17,73 (kilómetro por segundo)","17, 73 (quilómetrosPorSegundos)",17.73 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,17.73 (quilómetroPorSegundos),17.73 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9359517097473145,0.836260974407196,0.8698711395263672,salamandra,gl,es,es,17.73_(quilómetroPorSegundos)
entity,gl,17.92 (kilometrePerSeconds),17.92 (kilometrePerSeconds),,,[],"17,92 (kilómetro por segundo)","17, 92 (quilómetrosPorSegundos)",17.92 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,17.92 (quilómetroPorSegundos),17.92 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9317067861557008,0.7908584475517273,0.8581303358078003,salamandra,gl,es,es,17.92_(quilómetroPorSegundos)
entity,gl,17.99 (kilometrePerSeconds),17.99 (kilometrePerSeconds),,,[],"17,99 (kilómetro por segundo)","17, 99 (quilómetrosPorSegundos)",17.99 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,17.99 (quilómetroPorSegundos),17.99 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9356310367584229,0.8049417734146118,0.8605715036392212,salamandra,gl,es,es,17.99_(quilómetroPorSegundos)
entity,gl,170.0 (kelvins),170.0 (kelvins),,,[],"170,0 (kelvins)","170, 0 (Kelvin)",170.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"170, 0 (Kelvin)","170, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.8380626440048218,,madlad,en,mt,en,"170,_0_(Kelvin)"
entity,gl,17000,17000,,,[],,,,0.9,,,,,,,,17000,passthrough_number_symbols,2026-03-05T13:10:06,,,,,und,und,und,17000
entity,gl,17023,17023,,,[],,,,0.9,,,,,,,,17023,passthrough_number_symbols,2026-03-05T13:10:06,,,,,und,und,und,17023
entity,gl,1703-05-27,1703-05-27,,,[],,,,0.9,,,,,,,,1703-05-27,passthrough_number_symbols,2026-03-05T13:10:06,,,,,und,und,und,1703-05-27
entity,gl,17068.8 (millimetres),17068.8 (millimetres),,,[],"17068,8 (milímetros)","17068, 8 (milímetros)",17068.8 (milímetros),0.9,0.9756,0.95,0.9268,1.0,1.0,1.0,17068.8 (milímetros),17068.8 (milímetros),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.8085345029830933,0.7670419812202454,0.9051271677017212,salamandra,cs,cs,cs,17068.8_(milímetros)
entity,gl,1707,1707,,,[],,,,0.9,,,,,,,,1707,passthrough_number_symbols,2026-03-05T13:10:07,,,,,und,und,und,1707
entity,gl,171.0 (kelvins),171.0 (kelvins),,,[],"171,0 (kelvins)","171, 0 (Kelvin)",171.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"171, 0 (Kelvin)","171, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.8567184209823608,,madlad,en,mt,en,"171,_0_(Kelvin)"
entity,gl,1726-01-01,1726-01-01,,,[],,,,0.9,,,,,,,,1726-01-01,passthrough_number_symbols,2026-03-05T13:10:08,,,,,und,und,und,1726-01-01
entity,gl,173.0 (kelvins),173.0 (kelvins),,,[],"173,0 (kelvins)","173, 0 (Kelvin)",173.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"173, 0 (Kelvin)","173, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.842758297920227,,madlad,en,mt,en,"173,_0_(Kelvin)"
entity,gl,173.46,173.46,,,[],,,,0.9,,,,,,,,173.46,passthrough_number_symbols,2026-03-05T13:10:09,,,,,und,und,und,173.46
entity,gl,175.26,175.26,,,[],,,,0.9,,,,,,,,175.26,passthrough_number_symbols,2026-03-05T13:10:09,,,,,und,und,und,175.26
entity,gl,1773.0,1773.0,,,[],,,,0.9,,,,,,,,1773.0,passthrough_number_symbols,2026-03-05T13:10:09,,,,,und,und,und,1773.0
entity,gl,1776-02-18,1776-02-18,,,[],,,,0.9,,,,,,,,1776-02-18,passthrough_number_symbols,2026-03-05T13:10:09,,,,,und,und,und,1776-02-18
entity,gl,1776-07-04,1776-07-04,,,[],,,,0.9,,,,,,,,1776-07-04,passthrough_number_symbols,2026-03-05T13:10:09,,,,,und,und,und,1776-07-04
entity,gl,1777539,1777539,,,[],,,,0.9,,,,,,,,1777539,passthrough_number_symbols,2026-03-05T13:10:09,,,,,und,und,und,1777539
entity,gl,178.0 (centimetres),178.0 (centimetres),,,[],"178,0 (centimetros)","178, 0 (centímetros)",178.0 (centimetros),0.9,0.9231,0.9474,0.8718,1.0,1.0,0.0,178.0 (centimetros),178.0 (centimetros),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.8885918855667114,0.8862755298614502,0.9921366572380066,salamandra,es,cs,es,178.0_(centimetros)
entity,gl,179.0 (kelvins),179.0 (kelvins),,,[],"179,0 (kelvins)","179, 0 (Kelvin)",179.0 (kelvin),0.9,0.0,0.0,0.0,0.0,0.0,0.0,"179, 0 (Kelvin)","179, 0 (Kelvin)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,,0.90968120098114,,madlad,en,mt,en,"179,_0_(Kelvin)"
entity,gl,1793-10-23,1793-10-23,,,[],,,,0.9,,,,,,,,1793-10-23,passthrough_number_symbols,2026-03-05T13:10:10,,,,,und,und,und,1793-10-23
entity,gl,179942000.0,179942000.0,,,[],,,,0.9,,,,,,,,179942000.0,passthrough_number_symbols,2026-03-05T13:10:10,,,,,und,und,und,179942000.0
entity,gl,18,18,,,[],,,,0.9,,,,,,,,18,passthrough_number_symbols,2026-03-05T13:10:10,,,,,und,und,und,18
entity,gl,18.0 g,18.0 g,,,[],"18,0 g","18, 0 g",18.0 g,0.9,0.9231,0.8333,0.7692,1.0,0.0,0.0,"18,0 g","18,0 g",mt_vote,2026-03-05T13:10:11,,,,,en,en,en,"18,0_g"
entity,gl,18.09 (kilometrePerSeconds),18.09 (kilometrePerSeconds),,,[],"18,09 (kilómetro por segundo)","18, 09 (quilómetrosPorSegundos)",18.09 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,18.09 (quilómetroPorSegundos),18.09 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9463478326797484,0.8501429557800293,0.8838518857955933,salamandra,gl,es,es,18.09_(quilómetroPorSegundos)
entity,gl,18.29 (kilometrePerSeconds),18.29 (kilometrePerSeconds),,,[],"18,29 (kilómetro por segundo)","18, 29 (quilómetros por segundo)",18.29 (quilómetroPorSegundos),0.9,0.918,0.8621,0.8852,1.0,0.0,0.0,"18,29 (kilómetro por segundo)","18,29 (kilómetro por segundo)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9379954934120178,0.8782228231430054,0.8814024925231934,nllb,gl,es,es,"18,29_(kilómetro_por_segundo)"
entity,gl,18.44 (kilometrePerSeconds),18.44 (kilometrePerSeconds),,,[],"18,44 (kilómetro por segundo)","18, 44 (quilómetrosPorSegundos)",18.44 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,18.44 (quilómetroPorSegundos),18.44 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9274691343307496,0.8168221116065979,0.8712805509567261,salamandra,gl,es,es,18.44_(quilómetroPorSegundos)
entity,gl,18.52,18.52,,,[],,,,0.9,,,,,,,,18.52,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,18.52
entity,gl,1800.0,1800.0,,,[],,,,0.9,,,,,,,,1800.0,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,1800.0
entity,gl,1800000000,1800000000,,,[],,,,0.9,,,,,,,,1800000000,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,1800000000
entity,gl,1818.0,1818.0,,,[],,,,0.9,,,,,,,,1818.0,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,1818.0
entity,gl,183309000.0,183309000.0,,,[],,,,0.9,,,,,,,,183309000.0,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,183309000.0
entity,gl,184.0,184.0,,,[],,,,0.9,,,,,,,,184.0,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,184.0
entity,gl,184434000000.0,184434000000.0,,,[],,,,0.9,,,,,,,,184434000000.0,passthrough_number_symbols,2026-03-05T13:10:14,,,,,und,und,und,184434000000.0
entity,gl,185.0 (centimetres),185.0 (centimetres),,,[],"185,0 (centimetros)","185, 0 (centímetros)",185.0 (centimetros),0.9,0.9231,0.9474,0.8718,1.0,1.0,0.0,185.0 (centimetros),185.0 (centimetros),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.8851064443588257,0.7630593776702881,0.9946081638336182,salamandra,es,cs,es,185.0_(centimetros)
entity,gl,185.42 (centimetres),185.42 (centimetres),,,[],"185,42 (centimetros)","185, 42 (centímetros)",185.42 (centimetros),0.9,0.9268,0.95,0.878,1.0,1.0,0.0,185.42 (centimetros),185.42 (centimetros),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9872427582740784,0.878556489944458,0.9919931888580322,salamandra,es,cs,es,185.42_(centimetros)
entity,gl,1850.0 (tonnes),1850.0 (tonnes),,,[],"1850,0 (toneladas)",1850. 0 (toneladas),1850 (toneladas),0.9,0.9189,0.9412,0.9143,1.0,1.0,1.0,"1850,0 (toneladas)","1850,0 (toneladas)",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.8528739809989929,0.7780154943466187,0.7437399625778198,nllb,es,es,es,"1850,0_(toneladas)"
entity,gl,1853-03-04,1853-03-04,,,[],,,,0.9,,,,,,,,1853-03-04,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1853-03-04
entity,gl,1855-05-31,1855-05-31,,,[],,,,0.9,,,,,,,,1855-05-31,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1855-05-31
entity,gl,1855-07-07,1855-07-07,,,[],,,,0.9,,,,,,,,1855-07-07,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1855-07-07
entity,gl,1856,1856,,,[],,,,0.9,,,,,,,,1856,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1856
entity,gl,1856-09-22,1856-09-22,,,[],,,,0.9,,,,,,,,1856-09-22,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1856-09-22
entity,gl,1857-03-03,1857-03-03,,,[],,,,0.9,,,,,,,,1857-03-03,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1857-03-03
entity,gl,1857-03-04,1857-03-04,,,[],,,,0.9,,,,,,,,1857-03-04,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1857-03-04
entity,gl,1862,1862,,,[],,,,0.9,,,,,,,,1862,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1862
entity,gl,1868-08-15,1868-08-15,,,[],,,,0.9,,,,,,,,1868-08-15,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1868-08-15
entity,gl,1868-09-07,1868-09-07,,,[],,,,0.9,,,,,,,,1868-09-07,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1868-09-07
entity,gl,1868-11-17,1868-11-17,,,[],,,,0.9,,,,,,,,1868-11-17,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1868-11-17
entity,gl,1871-01-01,1871-01-01,,,[],,,,0.9,,,,,,,,1871-01-01,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1871-01-01
entity,gl,1872,1872,,,[],,,,0.9,,,,,,,,1872,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1872
entity,gl,1873.0,1873.0,,,[],,,,0.9,,,,,,,,1873.0,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1873.0
entity,gl,1875-03-04,1875-03-04,,,[],,,,0.9,,,,,,,,1875-03-04,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1875-03-04
entity,gl,1878,1878,,,[],,,,0.9,,,,,,,,1878,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1878
entity,gl,1885-01-21,1885-01-21,,,[],,,,0.9,,,,,,,,1885-01-21,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1885-01-21
entity,gl,1886-01-01,1886-01-01,,,[],,,,0.9,,,,,,,,1886-01-01,passthrough_number_symbols,2026-03-05T13:10:16,,,,,und,und,und,1886-01-01
entity,gl,1890.0 (kilogramPerCubicMetres),1890.0 (kilogramPerCubicMetres),,,[],"1890,0 (kilogramos por metro cúbico)","1890, 0 (quilogramas por metro cúbico)",1890.0 (kilogramos por metros cúbicos),0.9,0.9189,0.9459,0.8684,1.0,1.0,0.0,1890.0 (kilogramos por metros cúbicos),1890.0 (kilogramos por metros cúbicos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.873590350151062,0.7859783172607422,0.8847562670707703,salamandra,es,es,es,1890.0_(kilogramos_por_metros_cúbicos)
entity,gl,1891-05-20,1891-05-20,,,[],,,,0.9,,,,,,,,1891-05-20,passthrough_number_symbols,2026-03-05T13:10:17,,,,,und,und,und,1891-05-20
entity,gl,1892-01-03,1892-01-03,,,[],,,,0.9,,,,,,,,1892-01-03,passthrough_number_symbols,2026-03-05T13:10:17,,,,,und,und,und,1892-01-03
entity,gl,1894-11-20,1894-11-20,,,[],,,,0.9,,,,,,,,1894-11-20,passthrough_number_symbols,2026-03-05T13:10:17,,,,,und,und,und,1894-11-20
entity,gl,1896-02-01,1896-02-01,,,[],,,,0.9,,,,,,,,1896-02-01,passthrough_number_symbols,2026-03-05T13:10:17,,,,,und,und,und,1896-02-01
entity,gl,1897,1897,,,[],,,,0.9,,,,,,,,1897,passthrough_number_symbols,2026-03-05T13:10:17,,,,,und,und,und,1897
entity,gl,1898-06-12,1898-06-12,,,[],,,,0.9,,,,,,,,1898-06-12,passthrough_number_symbols,2026-03-05T13:10:17,,,,,und,und,und,1898-06-12
entity,gl,19.94 (kilometrePerSeconds),19.94 (kilometrePerSeconds),,,[],"19,94 (kilómetro por segundo)","19, 94 (quilómetrosPorSegundos)",19.94 (quilómetroPorSegundos),0.9,0.8667,0.8621,0.9333,0.0,0.0,1.0,19.94 (quilómetroPorSegundos),19.94 (quilómetroPorSegundos),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:55,0.9560192823410034,0.8655808568000793,0.89542555809021,salamandra,gl,es,es,19.94_(quilómetroPorSegundos)
entity,gl,1901-03-04,1901-03-04,,,[],,,,0.9,,,,,,,,1901-03-04,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1901-03-04
entity,gl,1901-07-01,1901-07-01,,,[],,,,0.9,,,,,,,,1901-07-01,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1901-07-01
entity,gl,1904,1904,,,[],,,,0.9,,,,,,,,1904,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1904
entity,gl,1905-03-04,1905-03-04,,,[],,,,0.9,,,,,,,,1905-03-04,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1905-03-04
entity,gl,1907-07-11,1907-07-11,,,[],,,,0.9,,,,,,,,1907-07-11,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1907-07-11
entity,gl,1908-05-02,1908-05-02,,,[],,,,0.9,,,,,,,,1908-05-02,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1908-05-02
entity,gl,1910,1910,,,[],,,,0.9,,,,,,,,1910,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1910
entity,gl,1910-12-25,1910-12-25,,,[],,,,0.9,,,,,,,,1910-12-25,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1910-12-25
entity,gl,1911,1911,,,[],,,,0.9,,,,,,,,1911,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1911
entity,gl,1911-01-01,1911-01-01,,,[],,,,0.9,,,,,,,,1911-01-01,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1911-01-01
entity,gl,1913,1913,,,[],,,,0.9,,,,,,,,1913,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1913
entity,gl,1913-01-01,1913-01-01,,,[],,,,0.9,,,,,,,,1913-01-01,passthrough_number_symbols,2026-03-05T13:10:18,,,,,und,und,und,1913-01-01
