kind,lang,source_token,source_query_text,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
relation,eu,class,class,Klasea,klasea,class,0.9,0.0,0.0,0.0,0,0,0,Klasea,Klasea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8157249093055725,,,nllb,de,en,en,Klasea
relation,eu,club,club,Klub bat da.,hirusta,klub,0.9,0.0,0.5,0.0,0,0,0,klub,klub,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7412981986999512,,0.9510274529457092,salamandra,id,en,de,Klub
relation,eu,coach,coach,entrenatzailea.,entrenatzailea,coach,0.9,0.9655,0.0,0.0,1,0,0,entrenatzailea.,entrenatzailea.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7647793292999268,0.7326766848564148,,nllb,eu,eu,en,Entrenatzailea.
relation,eu,codenCode,coden Code,Kodea,Kodea,coden Code,0.9,0.0,0.0,0.0,0,0,0,coden Code,coden Code,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,,,1.0,salamandra,en,en,de,CodenCode
relation,eu,college,college,Unibertsitatea.,unibertsitatea,unibertsitatea,0.9,0.9655,0.9655,1.0,1,1,1,Unibertsitatea.,Unibertsitatea.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.748326301574707,0.7466309070587158,0.7466309070587158,nllb,et,et,et,Unibertsitatea.
relation,eu,colour,colour,kolorea,kolorea,kolorea,0.9,0.0,0.0,0.0,0,0,0,kolorea,kolorea,mt_vote,2026-03-05T14:09:27,,,,,en,en,en,Kolorea
relation,eu,commander,commander,Komandantea.,komandoa,komandantea,0.9,0.0,0.9565,0.0,0,1,0,Komandantea.,Komandantea.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7340088486671448,,0.7138451337814331,nllb,fr,en,fr,Komandantea.
relation,eu,comparable,comparable,konparagarria,konparagarria,konparagarria,0.9,0.0,0.0,0.0,0,0,0,konparagarria,konparagarria,mt_vote,2026-03-05T14:09:27,,,,,en,en,en,Konparagarria
relation,eu,competeIn,compete In,lehiatu,lehiatu hemen,Lehiatu In,0.9,0.7,0.8235,0.7826,0,0,0,Lehiatu In,Lehiatu In,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.4885948300361633,0.4941997528076172,0.6386377811431885,salamandra,eu,eu,it,LehiatuIn
relation,eu,completionDate,completion Date,Amaitu zen eguna,amaiera-data,Amaierako data,0.9,0.4286,0.4,0.8462,0,0,0,amaiera-data,amaiera-data,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6417626142501831,0.7336839437484741,0.6328970193862915,madlad,eu,fr,eu,Amaiera-data
relation,eu,cosparId,cospar Id,Cospar ID,cospar Id,cospar Id,0.9,1.0,1.0,1.0,1,1,1,cospar Id,cospar Id,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.9557368755340576,0.9999998807907104,0.9999998807907104,madlad,fr,fr,fr,CosparId
relation,eu,cost,cost,kostua,kostua,kostua,0.9,0.0,0.0,0.0,0,0,0,kostua,kostua,mt_vote,2026-03-05T14:09:28,,,,,en,en,en,Kostua
relation,eu,country,country,herrialdea,herrialdea,Herrialdea,0.9,1.0,1.0,1.0,1,1,1,herrialdea,herrialdea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7454203367233276,0.7454203367233276,0.6117328405380249,nllb,eu,eu,eu,Herrialdea
relation,eu,countryOrigin,country Origin,jatorrizko herrialdea,Jatorrizko herrialdea,Herrialdearen jatorria,0.9,1.0,0.4651,0.4651,1,0,0,jatorrizko herrialdea,jatorrizko herrialdea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7321175932884216,0.6670385003089905,0.7635053396224976,nllb,eu,eu,eu,JatorrizkoHerrialdea
relation,eu,countySeat,county Seat,Eskualdea,County Seat,konderriko hiriburua,0.9,0.0,0.0,0.0,0,0,0,Eskualdea,Eskualdea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5103552937507629,,,nllb,eu,en,en,Eskualdea
relation,eu,course,course,Norabidea.,txartela,course,0.9,0.2222,0.0,0.0,0,0,0,Norabidea.,Norabidea.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5790950059890747,0.5469104051589966,,nllb,eu,de,en,Norabidea.
relation,eu,creator,creator,Sortzailea.,sortzailea,sortzailea,0.9,0.9524,0.9524,1.0,1,1,1,sortzailea,sortzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5609591007232666,0.7080175876617432,0.7080175876617432,madlad,de,de,de,Sortzailea
relation,eu,creatorOfDish,creator Of Dish,Dish-en sortzailea.,Dish- en sortzailea,Dish-aren sortzailea,0.9,0.9474,0.9231,0.9231,1,1,1,Dish-aren sortzailea,Dish-aren sortzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7496427297592163,0.8149913549423218,0.9240210056304932,salamandra,de,nl,eu,Dish-arenSortzailea
relation,eu,crewMembers,crew Members,Eskifaiako kideak,Tripulazioko kideak,Tripulazioko kideak,0.9,0.6667,0.6667,1.0,0,0,1,Tripulazioko kideak,Tripulazioko kideak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6231223940849304,0.7765610218048096,0.7765610218048096,madlad,et,eu,eu,TripulaziokoKideak
relation,eu,currency,currency,Dirua,dibisa,moneta,0.9,0.0,0.0,0.0,0,0,0,dibisa,dibisa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,,0.5194761753082275,,madlad,en,id,en,Dibisa
relation,eu,currentTenants,current Tenants,Gaur egungo maizterrak,uneko maizterrak,uneko maizterrak,0.9,0.7368,0.7368,1.0,0,0,1,uneko maizterrak,uneko maizterrak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5771323442459106,0.4968885779380798,0.4968885779380798,madlad,eu,eu,eu,UnekoMaizterrak
relation,eu,currentclub,currentclub,Gaur egungo kluba.,currentclub,currentclub,0.9,0.0,0.0,0.0,0,0,0,Gaur egungo kluba.,Gaur egungo kluba.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8260520696640015,,,nllb,eu,en,en,GaurEgungoKluba.
relation,eu,currentteam,currentteam,Oraingo taldea.,uneko taldea,currentteam,0.9,0.6667,0.0,0.0,0,0,0,Oraingo taldea.,Oraingo taldea.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7382034063339233,0.608914315700531,,nllb,eu,eu,en,OraingoTaldea.
relation,eu,cylinderCount,cylinder Count,Zilindro kopurua,zilindro kopurua,zilindro-kopurua,0.9,0.0,0.9375,0.0,0,1,0,Zilindro kopurua,Zilindro kopurua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7924297451972961,,0.6728948354721069,nllb,eu,en,eu,ZilindroKopurua
relation,eu,dateOfRetirement,date Of Retirement,Erretiroa hartzeko eguna.,Erretiro-data,erretiroaren data,0.9,0.5263,0.619,0.8,0,0,0,erretiroaren data,erretiroaren data,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6111522912979126,0.6307772397994995,0.7326194047927856,salamandra,eu,pt,eu,ErretiroarenData
relation,eu,dean,dean,Dekanoa.,dean,dean,0.9,0.0,0.0,0.0,0,0,0,dean,dean,mt_vote,2026-03-05T14:09:33,,,,,en,en,en,Dean
relation,eu,deathCause,death Cause,Heriotzaren arrazoia,heriotzaren kausa,heriotzaren arrazoia,0.9,0.7568,1.0,0.7568,0,1,0,heriotzaren arrazoia,heriotzaren arrazoia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7573577165603638,0.7343766093254089,0.8660292625427246,salamandra,eu,eu,eu,HeriotzarenArrazoia
relation,eu,deathDate,death Date,Heriotza data,heriotza-data,heriotza Data,0.9,0.9231,1.0,0.9231,1,1,1,heriotza Data,heriotza Data,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.84786057472229,0.8014795780181885,0.8697564601898193,salamandra,eu,de,de,HeriotzaData
relation,eu,deathPlace,death Place,Heriotzaren lekua,heriotzaren lekua,heriotza Lekua,0.9,1.0,0.9032,0.9032,1,1,1,heriotzaren lekua,heriotzaren lekua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8202636241912842,0.9305682182312012,0.6869734525680542,madlad,eu,eu,de,HeriotzarenLekua
relation,eu,deathYear,death Year,Heriotza Urtea,heriotza-urtea,heriotza Urtea,0.9,0.9286,1.0,0.9286,1,1,1,heriotza Urtea,heriotza Urtea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7197860479354858,0.6690255403518677,0.8079315423965454,salamandra,de,de,de,HeriotzaUrtea
relation,eu,debutTeam,debut Team,Debut taldea.,debut Taldea,debut Team,0.9,0.96,0.0,0.0,1,0,0,debut Taldea,debut Taldea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8098317980766296,0.8567994832992554,,madlad,eu,eu,en,DebutTaldea
relation,eu,dedicatedTo,dedicated To,eskainitako,Horretarako dedikatua,dedicated To,0.9,0.3125,0.0,0.0,0,0,0,eskainitako,eskainitako,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6702699661254883,0.6509485244750977,,nllb,lt,es,en,Eskainitako
relation,eu,demonym,demonym,Deabruaren izena.,daemon,demonim,0.9,0.0,0.0,0.0,0,0,0,Deabruaren izena.,Deabruaren izena.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6353886723518372,,,nllb,eu,en,en,DeabruarenIzena.
relation,eu,density,density,Dentsitatea,dentsitatea,dentsitatea,0.9,1.0,1.0,1.0,1,1,1,dentsitatea,dentsitatea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6728291511535645,0.7284983396530151,0.7284983396530151,madlad,eu,et,et,Dentsitatea
relation,eu,derivative,derivative,deribatua,deribatua,deribatua,0.9,0.0,0.0,0.0,0,0,0,deribatua,deribatua,mt_vote,2026-03-05T14:09:36,,,,,en,en,en,Deribatua
relation,eu,designCompany,design Company,Enpresaren diseinua,diseinua Enpresa,diseinu-enpresa,0.9,0.4571,0.4118,0.9032,0,0,1,diseinu-enpresa,diseinu-enpresa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7218523025512695,0.7241373062133789,0.7821462154388428,salamandra,eu,eu,de,Diseinu-enpresa
relation,eu,designer,designer,diseinatzailea,diseinatzailea,diseinatzailea,0.9,1.0,1.0,1.0,1,1,1,diseinatzailea,diseinatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8344718217849731,0.8344718217849731,0.8344718217849731,nllb,de,de,de,Diseinatzailea
relation,eu,developer,developer,Garatzailea.,garatzailea,garatzailea,0.9,0.9565,0.9565,1.0,1,1,1,Garatzailea.,Garatzailea.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.665683925151825,0.6318845748901367,0.6318845748901367,nllb,eu,eu,eu,Garatzailea.
relation,eu,diameter,diameter,Diametroa,diametroa,diametroa,0.9,0.0,0.0,0.0,0,0,0,Diametroa,Diametroa,mt_vote,2026-03-05T14:09:37,,,,,en,en,en,Diametroa
relation,eu,director,director,Zuzendaria.,zuzendaria,zuzendaria,0.9,0.9524,0.9524,1.0,1,1,1,zuzendaria,zuzendaria,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8114316463470459,0.8438326716423035,0.8438326716423035,madlad,eu,eu,eu,Zuzendaria
relation,eu,discovered,discovered,Aurkitu dute.,aurkitua,aurkitu,0.9,0.0,0.0,0.0,0,0,0,Aurkitu dute.,Aurkitu dute.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6062551736831665,,,nllb,fr,en,en,AurkituDute.
relation,eu,discoverer,discoverer,Aurkitzailea.,aurkitzailea,aurkitzailea,0.9,0.96,0.96,1.0,1,1,1,aurkitzailea,aurkitzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6184431314468384,0.7866174578666687,0.7866174578666687,madlad,eu,eu,eu,Aurkitzailea
relation,eu,dishVariation,dish Variation,Plater bat Aldaketa,dish Aldaera,plateraren aldaera,0.9,0.4516,0.7568,0.5333,0,0,0,dish Aldaera,dish Aldaera,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5963788628578186,0.601936399936676,0.5431122779846191,madlad,eu,et,eu,DishAldaera
relation,eu,dissolutionYear,dissolution Year,desegiteko urtea,desegite-urtea,disoluzioaren urtea,0.9,0.8667,0.4571,0.4242,0,0,0,disoluzioaren urtea,disoluzioaren urtea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8098788261413574,0.5768184661865234,0.9066643714904784,salamandra,pt,pt,eu,DisoluzioarenUrtea
relation,eu,distributingCompany,distributing Company,banaketa enpresa,Distributing Company,enpresa banatzailea,0.9,0.0,0.4,0.0,0,0,0,banaketa enpresa,banaketa enpresa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.880095362663269,,0.7591408491134644,nllb,es,en,eu,BanaketaEnpresa
relation,eu,distributingLabel,distributing Label,banatzea Etiketa,etiketa banatzen,etiketa banatzea,0.9,0.4375,0.5,0.9375,0,0,1,etiketa banatzea,etiketa banatzea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7672930359840393,0.768904447555542,0.7707875967025757,salamandra,eu,eu,eu,EtiketaBanatzea
relation,eu,distributor,distributor,banatzailea,banatzailea,banatzailea,0.9,1.0,1.0,1.0,1,1,1,banatzailea,banatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6623512506484985,0.6623512506484985,0.6623512506484985,nllb,eu,eu,eu,Banatzailea
relation,eu,district,district,Barrutia,barrutia,barrutia,0.9,0.0,0.0,0.0,0,0,0,Barrutia,Barrutia,mt_vote,2026-03-05T14:09:40,,,,,en,en,en,Barrutia
relation,eu,division,division,banaketa,zatiketa,zatiketa,0.9,0.0,0.0,0.0,0,0,0,zatiketa,zatiketa,mt_vote,2026-03-05T14:09:40,,,,,en,en,en,Zatiketa
relation,eu,doctoralAdvisor,doctoral Advisor,Doktorearen aholkularia.,aholkulari doktorea,doktore-aholkulari,0.9,0.5116,0.0,0.0,0,0,0,Doktorearen aholkularia.,Doktorearen aholkularia.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8001018166542053,0.710750937461853,,nllb,eu,it,en,DoktorearenAholkularia.
relation,eu,doctoralStudent,doctoral Student,Doktoretza ikaslea.,doktoretza Ikaslea,doktoratu-ikaslea,0.9,0.973,0.7778,0.8,1,0,0,doktoretza Ikaslea,doktoretza Ikaslea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7430550456047058,0.8756775856018066,0.8018906116485596,madlad,eu,eu,sl,DoktoretzaIkaslea
relation,eu,draftPick,draft Pick,Aukeratu zirriborroa.,Hautatu zirriborroa,draft Pick,0.9,0.85,0.0,0.0,0,0,0,Aukeratu zirriborroa.,Aukeratu zirriborroa.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.4624050557613373,0.4367198348045349,,nllb,eu,eu,en,AukeratuZirriborroa.
relation,eu,draftRound,draft Round,Proiektuaren zirriborroa,Zirriborroa Round,Erronda zirriborroa,0.9,0.5366,0.6977,0.6111,0,0,0,Zirriborroa Round,Zirriborroa Round,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5529849529266357,0.637939453125,0.4967885017395019,madlad,eu,eu,eu,ZirriborroaRound
relation,eu,draftTeam,draft Team,Taldearen zirriborroa.,Taldearen zirriborroa,draft Team,0.9,0.9767,0.0,0.0,1,0,0,Taldearen zirriborroa,Taldearen zirriborroa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6392316818237305,0.6698391437530518,,madlad,eu,eu,en,TaldearenZirriborroa
relation,eu,draftYear,draft Year,Proiektua Urtea,Zirriborroa Urtea,Year draft,0.9,0.5625,0.16,0.1481,0,0,0,Year draft,Year draft,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6438481211662292,0.4909228682518005,0.9614697098731996,salamandra,eu,eu,de,YearDraft
relation,eu,editing,editing,Edizioa,editorea,edizioa,0.9,0.0,1.0,0.0,0,1,0,Edizioa,Edizioa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6970698237419128,,0.6293298602104187,nllb,it,en,it,Edizioa
relation,eu,editor,editor,editorea,editorea,editor,0.9,0.0,0.0,0.0,0,0,0,editorea,editorea,mt_vote,2026-03-05T14:09:43,,,,,en,en,en,Editorea
relation,eu,eissnNumber,eissn Number,Eusko Jaurlaritzaren laguntzarekin egindako azpitituluak,Eissn zenbakia,Eissn zenbakia,0.9,0.2857,0.2857,1.0,0,0,1,Eissn zenbakia,Eissn zenbakia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.467644453048706,0.6166489720344543,0.6166489720344543,madlad,eu,eu,eu,EissnZenbakia
relation,eu,elevationAboveTheSeaLevel,elevation Above The Sea Level,Itsas mailaren gaineko altuera.,Itsasoaren mailatik gorako altuera,Itsas-mailaren gainetik dagoen altuera,0.9,0.7385,0.8406,0.7222,0,0,0,Itsasoaren mailatik gorako altuera,Itsasoaren mailatik gorako altuera,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6957296133041382,0.7452946305274963,0.7398623824119568,madlad,eu,eu,eu,ItsasoarenMailatikGorakoAltuera
relation,eu,elevationAboveTheSeaLevelInFeet,elevation Above The Sea Level In Feet,"Itsas mailaren gaineko altuera, oinetan.","Itsasoaren mailatik gorako altuera, oinetan",Itsas-mailaren gaineko altuera oinetan,0.9,0.7952,0.9487,0.7407,0,1,0,Itsas-mailaren gaineko altuera oinetan,Itsas-mailaren gaineko altuera oinetan,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6576151251792908,0.6996749639511108,0.6916938424110413,salamandra,eu,eu,eu,Itsas-mailarenGainekoAltueraOinetan
relation,eu,elevationAboveTheSeaLevelInMetres,elevation Above The Sea Level In Metres,Itsas mailaren gaineko altuera metroetan,"Itsasoaren mailatik gorako altuera, metrotan","Itsas-mailaren gaineko altuera, metrotan",0.9,0.7857,0.95,0.7619,0,1,0,Itsas mailaren gaineko altuera metroetan,Itsas mailaren gaineko altuera metroetan,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.760052502155304,0.7268205881118774,0.7145701050758362,nllb,eu,eu,eu,ItsasMailarenGainekoAltueraMetroetan
relation,eu,employer,employer,Enplegatzailea,Enplegatzailea,enplegatzailea,0.9,1.0,1.0,1.0,1,1,1,Enplegatzailea,Enplegatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6900010108947754,0.6900010108947754,0.6647735238075256,nllb,eu,eu,eu,Enplegatzailea
relation,eu,engine,engine,motorra,motorra,motor,0.9,1.0,0.0,0.0,1,0,0,motorra,motorra,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6177186369895935,0.6177186369895935,,nllb,es,es,en,Motorra
relation,eu,epoch,epoch,Garaiak,epoch,epoch,0.9,0.0,0.0,1.0,0,0,1,epoch,epoch,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,,1.0,1.0,madlad,en,pl,pl,Epoch
relation,eu,escapeVelocity,escape Velocity,Ihes egiteko abiadura.,ihes-abiadura,escape Velocity,0.9,0.6857,0.0,0.0,0,0,0,ihes-abiadura,ihes-abiadura,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.4442000985145569,0.4928528964519501,,madlad,eu,ms,en,Ihes-abiadura
relation,eu,established,established,ezarritako,ezarrita,established,0.9,0.8889,0.0,0.0,0,0,0,ezarritako,ezarritako,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.700973391532898,0.6074313521385193,,nllb,eu,eu,en,Ezarritako
relation,eu,ethnicGroup,ethnic Group,Talde etnikoa,Talde etnikoa,talde etnikoa,0.9,1.0,1.0,1.0,1,1,1,talde etnikoa,talde etnikoa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7385255098342896,0.7385255098342896,0.8625489473342896,salamandra,eu,eu,eu,TaldeEtnikoa
relation,eu,extinctionDate,extinction Date,desagertze data,iraungipen-data,desagertzearen data,0.9,0.3333,0.8824,0.4706,0,0,0,desagertzearen data,desagertzearen data,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5345830917358398,0.5534751415252686,0.6601427793502808,salamandra,eu,de,eu,DesagertzearenData
relation,eu,failedLaunches,failed Launches,Huts egindako jaurtiketak.,huts egin du abiaraztean,Huts egindako jaurtiketak,0.9,0.64,0.9804,0.4898,0,1,0,Huts egindako jaurtiketak,Huts egindako jaurtiketak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5109043717384338,0.5793627500534058,0.5136250257492065,salamandra,eu,eu,eu,HutsEgindakoJaurtiketak
relation,eu,family,family,familia,family,familia,0.9,0.0,0.0,0.0,0,0,0,familia,familia,mt_vote,2026-03-05T14:09:47,,,,,en,en,en,Familia
relation,eu,fat,fat,gantza,gorriacolor,gantza,0.9,0.2353,1.0,0.2353,0,1,0,gantza,gantza,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.4760613441467285,0.4868677258491516,0.4760613441467285,nllb,de,es,de,Gantza
relation,eu,fate,fate,patua,zoritxarra,patua,0.9,0.0,0.0,0.0,0,0,0,patua,patua,mt_vote,2026-03-05T14:09:48,,,,,en,en,en,Patua
relation,eu,finalFlight,final Flight,Azken hegaldia.,azken hegaldia,azken hegaldia,0.9,0.9655,0.9655,1.0,1,1,1,azken hegaldia,azken hegaldia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6408524513244629,0.6464173793792725,0.6464173793792725,madlad,nl,nl,nl,AzkenHegaldia
relation,eu,firstAired,first Aired,Lehen aireratutakoa.,lehen aldiz aireratua,lehen Aired,0.9,0.7317,0.6452,0.625,0,0,0,lehen aldiz aireratua,lehen aldiz aireratua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7055777311325073,0.731634259223938,0.7064046263694763,madlad,de,eu,de,LehenAldizAireratua
relation,eu,firstAppearanceInFilm,first Appearance In Film,Lehen aldia da filmetan agertzen dela.,Lehenengo agerpena filmean,Lehenengo agerpena zineman,0.9,0.5,0.5312,0.8846,0,0,0,Lehenengo agerpena filmean,Lehenengo agerpena filmean,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7292373776435852,0.7847564220428467,0.7526452541351318,madlad,eu,eu,eu,LehenengoAgerpenaFilmean
relation,eu,firstPublicationYear,first Publication Year,lehenengo argitalpen urtea,lehen argitalpen urtea,lehenengo Argitalpen Urtea,0.9,0.9167,1.0,0.9167,1,1,1,lehenengo Argitalpen Urtea,lehenengo Argitalpen Urtea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7305401563644409,0.7439143657684326,0.7621697187423706,salamandra,eu,de,eu,LehenengoArgitalpenUrtea
relation,eu,floorArea,floor Area,Solairuaren azalera,solairuko area,lurzoruaren azalera,0.9,0.0,0.7895,0.0,0,0,0,lurzoruaren azalera,lurzoruaren azalera,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5095066428184509,,0.5380415320396423,salamandra,eu,en,eu,LurzoruarenAzalera
relation,eu,floorCount,floor Count,Solairuaren zenbaketa,solairu-kopurua,Floor Count,0.9,0.4444,0.3125,0.2308,0,0,0,Floor Count,Floor Count,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5201808214187622,0.5957728624343872,0.9691393375396729,salamandra,eu,eu,nl,FloorCount
relation,eu,followedBy,followed By,Jarraituta,ondorengoa,Followed By,0.9,0.1,0.0,0.0,0,0,0,Jarraituta,Jarraituta,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.802106499671936,0.6327835917472839,,nllb,fr,es,en,Jarraituta
relation,eu,format,format,formatua,formatua,format,0.9,0.0,0.0,0.0,0,0,0,formatua,formatua,mt_vote,2026-03-05T14:09:51,,,,,en,en,en,Formatua
relation,eu,formerBandMember,former Band Member,Talde kide ohia,Taldearen kide ohia,Bandako kide ohia,0.9,0.8824,0.75,0.7222,0,0,0,Bandako kide ohia,Bandako kide ohia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7051879167556763,0.7966375350952148,0.7973911762237549,salamandra,eu,eu,eu,BandakoKideOhia
relation,eu,formerName,former Name,Izen zaharra,Lehen izena,izen zaharra,0.9,0.4348,1.0,0.4348,0,1,0,Izen zaharra,Izen zaharra,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.6680006980895996,0.7262049913406372,0.4869626462459564,nllb,eu,eu,eu,IzenZaharra
relation,eu,formerTeam,former Team,Talde ohia.,Talde ohia,aurreko taldea,0.9,0.9524,0.48,0.5,1,0,0,Talde ohia,Talde ohia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.5394343137741089,0.5816149711608887,0.6136760115623474,madlad,eu,eu,eu,TaldeOhia
relation,eu,fossil,fossil,fosila,fosila,fosila,0.9,1.0,1.0,1.0,1,1,1,fosila,fosila,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.8304376602172852,0.8304376602172852,0.8304376602172852,nllb,ro,ro,ro,Fosila
relation,eu,foundationPlace,foundation Place,Fundazioaren lekua.,Oinarrizko lekua,fundazio Lekua,0.9,0.5143,0.8485,0.5333,0,0,0,Fundazioaren lekua.,Fundazioaren lekua.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:32,0.7326105833053589,0.7062464952468872,0.6595456600189209,nllb,eu,es,it,FundazioarenLekua.
relation,eu,foundedBy,founded By,Sortzailea:,Honek sortua,By founded,0.9,0.4348,0.0,0.0,0,0,0,Sortzailea:,Sortzailea:,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5436545014381409,0.5267138481140137,,nllb,de,hu,en,Sortzailea:
relation,eu,founder,founder,sortzailea,sortzailea,sortzailea,0.9,1.0,1.0,1.0,1,1,1,sortzailea,sortzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6898075342178345,0.6898075342178345,0.6898075342178345,nllb,de,de,de,Sortzailea
relation,eu,foundingDate,founding Date,Sortze-data,fundazio-data,sortzeko data,0.9,0.5,0.8333,0.4615,0,0,0,fundazio-data,fundazio-data,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.4556222558021545,0.6409994959831238,0.5384956002235413,madlad,eu,it,eu,Fundazio-data
relation,eu,foundingYear,founding Year,Sortze urtea,fundazio-urtea,Urte fundatzailea,0.9,0.4615,0.3448,0.5806,0,0,0,Urte fundatzailea,Urte fundatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.634681224822998,0.6133830547332764,0.9087099432945251,salamandra,eu,it,eu,UrteFundatzailea
relation,eu,frequency,frequency,Maiztasuna,maiztasuna,maiztasuna,0.9,1.0,1.0,1.0,1,1,1,maiztasuna,maiztasuna,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5700173377990723,0.591265082359314,0.591265082359314,madlad,eu,eu,eu,Maiztasuna
relation,eu,fullName,full Name,Izen osoa.,Izen osoa,izen osoa,0.9,0.9474,0.9474,1.0,1,1,1,Izen osoa,Izen osoa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6719789505004883,0.7393006086349487,0.5534944534301758,madlad,eu,eu,eu,IzenOsoa
